Category ID	Category Name	Number	Name	Year Released	Weight (in Grams)	Dimensions


179	Racers / Drome Racers	8470-1	Slammer G-Force	2002	?	? x ? x ?
36	Technic / RoboRiders	1292-1	Frost Flyer	2000	?	? x ? x ?
277	Legoland / Fire	691-1	Rescue Helicopter	1974	?	20 x 6.5 x 4
277	Legoland / Space	367-1	Moon Landing	1975	134	35.1 x 19.9 x 5
422	Universal Building Set / Basic Model	2121-1	Jack in the Box Promotional Set: Stomper polybag	1997	?	? x ? x ?
422	Universal Building Set / Basic Model	2164-1	Sabah Promotional Set: Whale polybag	1997	0.45	8.5 x 8 x 0
78	Freestyle	3234-1	Fantasy Boat polybag	1998	?	17 x 16 x 1
395	Samsonite / Basic Set	001-1	Gears	1965	?	? x ? x ?
423	Classic / Supplemental	217-2	4 x 4 Corner Bricks	1958	41	? x ? x ?
423	Classic / HO 1:87 Vehicles	603-2	1:87 Citroën DS 19	1965	3	6.2 x 2.4 x 2.4
423	Classic / Town Plan	700.2-1	Gift Package (Lego Mursten)	1954	?	? x ? x ?
85	Homemaker	293-1	Piano	1973	30	12.4 x 9.9 x 4.9
167	Duplo / Dino	2922-1	Dinosaur Blocks	1998	?	23.7 x 14.2 x 7
277	Legoland / Vehicle / Food & Drink	645-2	Milk Float & Trailer	1971	24	15 x 6.5 x 4
395	Samsonite / Basic Set	003-1	Master Mechanic Set	1966	?	? x ? x ?
423	Classic / Basic Set	040-1	Basic Building Set in Cardboard	1964	?	39 x 20.2 x 5
395	Samsonite / Supplemental	048-1	49 assorted basic bricks - 25 yellow and 24 blue plus one red 10 x 10 stud base plate	1969	?	? x ? x ?
395	Samsonite / Supplemental	055-1	Trees and Bushes	1966	?	? x ? x ?
423	Classic / Supplemental	402-2	White Turntables	1964	8	? x ? x ?
423	Classic / Supplemental	453-2	1 x 6 x 2 Shuttered Windows, Red or White	1966	?	? x ? x ?
423	Classic / Supplemental	485-2	Lighting Brick (System)	1966	9	8.6 x 6.4 x 3.4
423	Classic / Supplemental	519-1	2 x 3 Plates (cardboard box version)	1962	?	9 x 6.5 x 3.6
166	Educational & Dacta / Duplo / Mosaic	1019-1	Mosaic Set (Lion)	1985	108.95	24.6 x 11.7 x 5.2
63	Service Packs	1201-1	Hooks	1982	?	? x ? x ?
63	Service Packs / Technic	1228-1	Differential Gear Housing	1982	3	? x ? x ?
166	Educational & Dacta / Service Packs / Technic	1326-1	Large Cross Axles	1985	?	? x ? x ?
422	Universal Building Set / Basic	357-2	Basic Building Set	1987	?	52 x 29 x 7.5
78	Freestyle	2146-1	Freestyle with Storage Case	1996	?	59 x 43 x 11.5
166	Educational & Dacta / Technic	1038-1	Universal Buggy	1985	240	29 x 23 x 7.3
166	Educational & Dacta / Service Packs / Technic	1315-1	Piston Rods	1985	?	? x ? x ?
166	Educational & Dacta / Service Packs / Technic	1319-1	Large Gear Wheels	1985	3	14.5 x 20 x 1
294	Primo	2104-1	Wilma Whale	1999	?	? x ? x ?
63	Service Packs / Technic	1231-1	X-Large Tires and Hubs	1982	3	14.8 x 24.5 x 2.5
63	Service Packs / Technic	1232-1	Toggle Joints & Connectors	1982	3	10 x 21.5 x 1
166	Educational & Dacta / Service Packs / Technic	1345-1	Pinions, Pegs, Axles and Nuts	1986	?	? x ? x ?
78	Freestyle	1868-1	Freestyle Box	1996	?	? x ? x ?
277	Legoland / Building	540-3	Swiss Villa	1973	101	30 x 15 x 5
422	Universal Building Set / Supplemental	1715-1	Special Value	1995	?	? x ? x ?
78	Freestyle	1860-1	Freestyle Set polybag	1995	?	? x ? x ?
422	Universal Building Set / Basic	1615-1	Basic Set in Bucket	1987	?	? x ? x ?
422	Universal Building Set / Basic Set	1698-1	Basic Building Set Trial Size	1991	?	15 x 5 x 7.5
394	Minitalia	23-1	Delivery Truck Set	1971	49.9	24 x 13 x 4
63	Service Packs	1-4	Chain Links	1981	?	? x ? x ?
63	Service Packs / Technic	1227-1	Gear Wheel Assortment	1982	?	? x ? x ?
277	Legoland / Construction	492-1	Truck & Payloader	1977	?	? x ? x ?
277	Legoland / Construction	545-2	Conveyor Station	1973	?	? x ? x ?
422	Universal Building Set / Basic Set	1819-1	Large Bucket	1995	?	? x ? x ?
78	Freestyle	4138-1	Value Set with Storage Bag	1997	?	? x ? x ?
78	Freestyle	4150-1	Freestyle Building Set	1995	?	? x ? x ?
78	Freestyle	4157-1	Freestyle Trial Size polybag	1997	?	? x ? x ?
78	Freestyle	4158-1	Small Freestyle Box	1997	?	? x ? x ?
78	Freestyle	4258-1	Big Box Play Scape	1998	?	? x ? x ?
167	Duplo / Basic Set	3762-1	Bucket	1998	?	? x ? x ?
166	Educational & Dacta / Supplemental	1072-1	Supplementary LEGO Set	1976	?	? x ? x ?
166	Educational & Dacta / Service Packs / Technic	1316-1	Connector Pegs	1985	?	? x ? x ?
166	Educational & Dacta / Service Packs / Technic	1317-1	Small Chain Links	1985	?	? x ? x ?
166	Educational & Dacta / Service Packs / Technic	1318-1	Small Gears and Crown Wheels	1985	?	? x ? x ?
422	Universal Building Set / Basic	347-2	Basic Building Set	1987	?	? x ? x ?
422	Universal Building Set / Basic	1676-1	Basic Building Set	1990	?	? x ? x ?
78	Freestyle	1850-1	Freestyle Set polybag	1995	?	? x ? x ?
78	Freestyle	4148-1	Large Freestyle Clearpack	1997	?	20 x 12 x 30
78	Freestyle	4255-1	Bonus Backpack Set	1998	?	? x ? x ?
78	Freestyle	4280-1	Freestyle Trial Size	1998	?	? x ? x ?
473	Sports / Soccer	78800-1	Soccer Bonus Set	2000	?	41.2 x 35.1 x 5.5
422	Universal Building Set / Basic Set	2199-1	Large Bulk Bucket	1997	?	? x ? x ?
167	Duplo / Duplo, Town / Zoo	1193-1	Water Park Tub	1999	?	? x ? x ?
167	Duplo / Basic Set	1797-1	Large Bulk Bucket	1996	608	? x ? x ?
63	Service Packs / Technic	1230-1	Bulldozer Chain Links	1982	3	9.8 x 14.8 x 0.8
63	Service Packs / Technic	1234-1	Gear Wheel Assortment	1984	?	? x ? x ?
166	Educational & Dacta / Service Packs / Technic	1325-1	Small Cross Axles	1985	2	10 x 15.2 x 1
277	Legoland / Construction	692-1	Road Repair Crew	1975	?	20 x 6.5 x 4
277	Legoland / Vehicle / Traffic	710-1	Wrecker with Car	1973	?	25 x 10 x 5
422	Universal Building Set / Basic Set	1911-1	Basic Set	1983	?	? x ? x ?
422	Universal Building Set / Basic Set	1776-1	Large Bulk Bucket	1996	?	? x ? x ?
78	Freestyle	1796-1	Freestyle Large Monster Bucket	1996	?	24.8 x 23.6 x 29
167	Duplo / Basic Set	1482-1	Panda and Friends	1990	?	? x ? x ?
167	Duplo / Basic Set	1735-1	20th Anniversary Jackpot Bucket	1993	?	? x ? x ?
78	Freestyle	4128-1	XL Freestyle Bucket	1997	610	24 x 24 x 29
167	Duplo / Basic Set	3030-1	25th Anniversary Silver Tub	1998	?	? x ? x ?
167	Duplo / Basic Set / Fire	2583-1	Fire Truck	1998	?	? x ? x ?
63	Service Packs / Technic	1154-1	Battery Control Unit	1982	?	19.6 x 3.9 x 3.4
422	Universal Building Set / Supplemental	900-1	Universal Motor Set	1973	?	? x ? x ?
422	Universal Building Set / Basic	1474-1	Basic Building Set with Gift Item	1991	?	? x ? x ?
422	Universal Building Set / Basic Set	1708-1	Large Bucket	1994	?	24.7 x 30.1 x 23.5
422	Universal Building Set / Supplemental	938-1	Plates, Hinges and Turntables	1973	?	15 x 6.5 x 4
422	Universal Building Set / Basic	1662-1	Basic Building Set in Bucket	1989	?	? x ? x ?
78	Freestyle	1840-1	Freestyle Set polybag	1995	?	? x ? x ?
78	Freestyle	4055-1	Medium Bucket	1997	?	? x ? x ?
78	Freestyle	4271-1	FreeStyle Box	1998	?	? x ? x ?
422	Universal Building Set / Basic Set	1678-1	Basic Building Set Trial Size	1991	17	14.3 x 7.2 x 4.6
423	Classic / Supplemental	914-1	Windows, Red	1969	?	? x ? x ?
422	Universal Building Set / Supplemental	990-1	Trees and Signs (1971 version with granulated trees)	1971	?	10 x 10 x 5
395	Samsonite / Supplemental	078-1	Roadway Base Plate	1970	?	? x ? x ?
166	Educational & Dacta / Service Packs / Technic	1342-1	Electric Switches and Tiles	1986	?	? x ? x ?
423	Classic / Supplemental	464-1	6 x 8 Plates, White	1966	9	6.2 x 8.6 x 3.2
422	Universal Building Set / Basic Set	2184-1	XL Bulk Bucket	1997	?	? x ? x ?
422	Universal Building Set / Supplemental	940-1	Flags, Signs and Trees	1973	?	? x ? x ?
167	Duplo / Playhouse	1540-1	Betsy's Bedroom	1993	?	? x ? x ?
437	Explore / Bob The Builder / Duplo	3281-1	Naughty Spud	2002	?	9.4 x 14.2 x 9.4
629	Architecture	750-2	Hobby and Model Box	1962	?	? x ? x ?
423	Classic / Supplemental	918-2	21 8-Stud Bricks	1969	17	6.2 x 8.6 x 6.2
423	Classic / Supplemental	923-1	50 bricks, curved and round	1969	?	8.7 x 6.1 x 3.2
395	Samsonite / Supplemental	079-1	Giant Base Plate	1965	?	? x ? x ?
395	Samsonite / Model Maker / Cargo	371-2	Motorized Truck Set	1967	?	? x ? x ?
63	Service Packs	1168-1	Battery Box	1986	?	? x ? x ?
63	Service Packs / Technic	1236-1	Wheels	1984	?	? x ? x ?
226	Hobby Sets	398-1	U.S.S. Constellation	1978	285	52 x 32 x 6
78	Freestyle	4232-1	Freestyle Set	1998	?	17 x 17 x 3
78	Freestyle	4254-1	Freestyle Playdesk (Cars and Planes Lap Table)	1998	?	52 x 31 x 9.5
78	Freestyle	4267-1	Large Bucket	1998	?	? x ? x ?
78	Freestyle	4274-1	Freestyle Playdesk	1998	?	? x ? x ?
78	Freestyle	3028-1	25th Anniversary Silver Tub	1998	?	? x ? x ?
976	LEGO Brand / Legoland Parks	auditt-1	Audi TT Roadster (Legoland Deutschland)	2002	20	12 x 12 x 4
422	Universal Building Set / Supplemental	782-1	Storage Case	1984	?	? x ? x ?
423	Classic / Supplemental	964-1	10 building plates 2 x 8, 4 x 8, 6 x 8	1969	?	? x ? x ?
277	Legoland / Airport	687-1	Caravelle Plane	1973	?	? x ? x ?
167	Duplo / Basic Set	2588-1	Safari Hippo	1999	120	? x ? x ?
63	Service Packs / Technic	1217-1	Girder Beams and Plates, Yellow	1982	2	9.6 x 20 x 2
63	Service Packs / Technic	1267-1	Shock Absorbers	1984	?	? x ? x ?
422	Universal Building Set / Basic	317-2	Basic Building Set	1987	?	? x ? x ?
422	Universal Building Set / Basic Set	366-1	Basic Set	1981	500	42.3 x 25.9 x 5.8
63	Service Packs	1118-1	Boat Weight, Red	1977	?	? x ? x ?
422	Universal Building Set / Basic Set	1668-1	Basic Building Set Trial Size	1992	?	14.3 x 7.1 x 4.5
437	Explore / Bob The Builder / Duplo	3278-1	Wallpaper Wendy	2002	?	9.4 x 14.2 x 9.4
423	Classic / Supplemental	987-1	Number Bricks	1969	?	? x ? x ?
423	Classic / Supplemental	989-1	10 Traffic Signs	1969	?	? x ? x ?
423	Classic / Supplemental	994-1	fences with garden gates	1969	?	? x ? x ?
167	Duplo / Duplo, Town / Airport	2631-1	Stunt Pilot and Plane	1985	?	? x ? x ?
422	Universal Building Set / Basic Set	1867-1	Medium Bulk Bucket	1997	?	? x ? x ?
63	Service Packs / Technic	2-1	X-Large Tires and Hubs (Large Technic Wheels)	1982	?	? x ? x ?
63	Service Packs / Technic	1222-1	Beams, Blue	1982	?	? x ? x ?
63	Service Packs / Technic	1229-1	Small Technical Chainlinks	1982	2	9.7 x 15.2 x 0.5
423	Classic / Supplemental	459-1	1 x 1 x 1 Window, Red or White	1966	?	? x ? x ?
423	Classic / Supplemental	488-1	1 x 1 Bricks with Letters (System)	1966	9	8.6 x 6.4 x 3.4
423	Classic / Supplemental	700-1	10 x 20 Brickplate	1966	?	? x ? x ?
423	Classic / Supplemental	919-1	31 bricks with 2, 4 and 6 studs	1969	?	? x ? x ?
423	Classic / Supplemental	980-1	23 sloping bricks, including roof peak bricks, Red	1969	?	? x ? x ?
34	Space / Blacktron II	4741-1	Blacktron Super Vehicle (Value 3-Pack)	1993	?	? x ? x ?
166	Educational & Dacta / Duplo / Mosaic	1014-2	Mosaic Set (Domestic Animals)	1985	557	48.2 x 25.6 x 5.5
167	Duplo / Playhouse	2642-1	Living Room	1982	?	? x ? x ?
167	Duplo / Duplo, Town / Cargo	2646-1	Crane Set	1983	?	? x ? x ?
167	Duplo / Basic Set	1856-1	Water Park Tub	1996	605	40.5 x 27 x 19.5
63	Service Packs / Technic	1224-1	Beams, Red	1982	?	? x ? x ?
423	Classic / Supplemental	491-2	Shell Station Brick and Sign, 6 Named Beams	1966	8	8.6 x 6.2 x 3.1
423	Classic / Supplemental	492-2	Nordic and American Flags	1966	9	6.1 x 8.2 x 3.2
423	Classic / Supplemental	901-2	2 Large Wheels with Accessories	1969	?	? x ? x ?
423	Classic / Supplemental	906-1	12 doors and 5 hinges	1969	?	? x ? x ?
423	Classic / Supplemental	971-1	52 flat tile bricks	1969	?	? x ? x ?
167	Duplo / Basic Set	1503-1	Car Building Set	1986	?	? x ? x ?
395	Samsonite / Supplemental	060-1	14 flat plates - White	1966	?	? x ? x ?
423	Classic / Supplemental	981-1	34 sloping profile bricks, including profile peak bricks, Red	1969	?	? x ? x ?
63	Service Packs / Technic	1219-1	Girder Beams and Plates, Red	1982	2	9.8 x 25.6 x 1.2
63	Service Packs / Technic	1220-1	Girder Beams and Plates, Black	1982	3	9.8 x 20 x 0.8
422	Universal Building Set / Basic	1523-1	Basic Set Trial Size	1986	?	? x ? x ?
422	Universal Building Set / Basic	1699-1	Small Bucket	1993	?	? x ? x ?
423	Classic / Supplemental	422-1	1 x 1, 1 x 2, 1 x 4, 1 x 6, 1 x 8 Bricks	1966	10	6.3 x 8.5 x 3.2
423	Classic / Supplemental	452-2	1 x 6 x 2 Window, Red or White	1966	?	? x ? x ?
423	Classic / Supplemental	521-1	1 x 1 and 1 x 2 Plates (cardboard box version)	1962	?	9 x 6.5 x 3.6
629	Architecture	752-1	Hobby and Model Box	1962	?	? x ? x ?
422	Universal Building Set / Supplemental	797-1	2 large baseplates, gray/white	1971	?	? x ? x ?
277	Legoland / Harbor	616-1	Cargo Ship	1976	14	10 x 6.5 x 4
167	Duplo / Basic Set	2581-1	Animal Bus	1997	?	? x ? x ?
63	Service Packs / Technic	1235-1	Differential Gear Housing	1984	?	? x ? x ?
422	Universal Building Set / Basic	327-1	Basic Building Set	1987	?	? x ? x ?
422	Universal Building Set / Supplemental	996-1	Wire with Banana Plug	1969	?	? x ? x ?
78	Freestyle	4129-1	Freestyle Trial Size polybag	1997	?	? x ? x ?
78	Freestyle	4276-1	Big Box Store Pack	1998	?	? x ? x ?
167	Duplo / Basic Set	1852-1	Alligator Bucket	1995	?	? x ? x ?
167	Duplo / Basic Set	515-2	Building Set	1973	?	? x ? x ?
167	Duplo / Basic Set	518-8	Bricks, Half Bricks and Trolley	1975	?	? x ? x ?
167	Duplo / Basic Set	519-8	Bricks, Half Bricks, Arches, Trolley	1975	?	? x ? x ?
167	Duplo / Basic Set	529-1	Animals	1978	?	? x ? x ?
277	Legoland / Police	560-2	Police Heliport	1973	?	? x ? x ?
395	Samsonite / Supplemental	050-2	Lighting Device Pack	1969	?	? x ? x ?
395	Samsonite / Supplemental	063-1	5 large base plates - Blue	1966	?	? x ? x ?
423	Classic / Supplemental	462-2	2 x 8 Plates, White	1966	9	8.6 x 6.1 x 3.2
423	Classic / Supplemental	494-1	Gates and Fence, Red (System)	1967	9	8.6 x 6.4 x 3.4
167	Duplo / Basic Set	514-1	Pre-School Building Set	1972	?	? x ? x ?
390	Holiday & Event / Easter	1545-1	Build-A-Rabbit polybag	1992	?	? x ? x ?
395	Samsonite / Supplemental	057-1	4 large wheels	1966	?	? x ? x ?
423	Classic / Supplemental	415-1	5 Sixteens and 4 Twenties (System)	1966	?	? x ? x ?
423	Classic / Supplemental	457-1	1 x 1 x 2 Window, Red or White	1966	?	? x ? x ?
423	Classic / Supplemental	490-2	Trees and Bushes	1966	?	? x ? x ?
423	Classic / Wooden Box Set	501-1	Wooden Storage Box Large, Empty	1969	1890	45 x 39.6 x 6.6
423	Classic / Supplemental	915-1	6 bricks with 16 and 20 studs and 3 Angle Bricks	1969	?	? x ? x ?
422	Universal Building Set / Basic	1504-1	Family Bucket	1993	?	? x ? x ?
63	Service Packs / Technic	1221-1	Beams, Yellow	1982	3	9.8 x 25 x 0.8
63	Service Packs / Technic	1223-1	Beams, Black	1982	?	? x ? x ?
976	LEGO Brand / Legoland Parks	4189224-1	Dragon Sculpture, Ollie (Legoland Billund)	2002	?	? x ? x ?
423	Classic / Basic Set	055-2	Basic Building Set	1968	?	49.3 x 20 x 5
167	Duplo / Basic Set	020-2	Building Set	1973	?	? x ? x ?
277	Legoland / Construction	351-1	Loader Hopper with Truck	1971	?	30 x 20 x 5
277	Legoland / Building	352-1	Windmill and Lorry	1972	119	30.2 x 15.1 x 5.1
277	Legoland / Building	353-1	Terrace House with Car and Garage	1972	?	? x ? x ?
277	Legoland / Building	355-1	Town Center Set with Roadways	1972	500	51 x 30 x 6
395	Samsonite / Supplemental	061-1	5 large base plates - Green	1966	?	? x ? x ?
423	Classic / Supplemental	456-2	1 x 2 x 2 Window, Red or White	1966	?	? x ? x ?
423	Classic / Supplemental	902-1	5 Turntables	1969	8	8.6 x 6.2 x 3.1
422	Universal Building Set / Basic	527-1	Basic Building Set	1987	?	23 x 23 x 5.3
422	Universal Building Set / Basic Set	105-2	Building Set	1973	140	30 x 18 x 4.7
422	Universal Building Set / Basic Set	135-1	Building Set	1973	?	48 x 30 x 6
423	Classic / Town Plan	810-4	Town Plan - UK, Cardboard box	1962	2182	? x ? x ?
167	Duplo / Basic Set	010-2	Pre-School Set	1973	?	24 x 16.1 x 7
167	Duplo / Basic Set	510-3	Building Set	1969	?	? x ? x ?
167	Duplo / Basic Set	512-1	Building Set	1970	?	? x ? x ?
395	Samsonite / Supplemental	058-1	8 small wheels	1966	?	? x ? x ?
423	Classic / Supplemental	463-1	4 x 8 Plates, White	1966	?	? x ? x ?
423	Classic / Supplemental	471-1	Tiles (System)	1966	9	8.6 x 6.4 x 3.4
423	Classic / Supplemental	520-2	2 x 2 Plates (cardboard box version)	1962	?	9 x 6.5 x 3.6
629	Architecture	751-2	Hobby and Model Box	1962	?	? x ? x ?
422	Universal Building Set / Basic	1577-1	Medium Bucket	1988	?	22 x 21.5 x 23.8
63	Service Packs / Technic	1175-1	4.5V Motor	1978	3.33	? x ? x ?
437	Explore / Explore Logic / Duplo / Duplo, Town / Farm	3618-1	Family Farm	2002	?	58 x 39 x 9.5
124	Train / 9V / My Own Creation	10022-1	Santa Fe Cars - Set II (dining, observation, or sleeping car)	2002	105	28.9 x 19 x 7.3
395	Samsonite / Basic Set	615-1	Samsonite Gift Set	1963	675	50 x 20 x 10
423	Classic / Basic Set	011-1	Basic Building Set	1968	?	20 x 15.2 x 4.9
422	Universal Building Set / Basic	340-1	Basic Building Set	1985	?	31.5 x 29 x 7.5
277	Legoland / Building	348-1	Garage with Automatic Doors	1971	?	? x ? x ?
277	Legoland / Building	356-1	Swiss Villa	1973	95	30 x 15 x 5
395	Samsonite / Supplemental	056-1	26 assorted windows and doors—RED & WHITE plus one 10 x 10 stud red base plate	1966	?	? x ? x ?
423	Classic / Supplemental	460-2	1 x 2 x 3 Door, Red or White	1966	?	? x ? x ?
423	Classic / Supplemental	970-2	47 1/3 elements (plates)	1969	?	? x ? x ?
423	Classic / Supplemental	985-1	Lighting Device Parts Pack	1969	?	? x ? x ?
423	Classic / Vehicle / Supplemental	314-2	Large & Small Wheels & Turn-Table	1963	130	28.2 x 20 x 2.9
277	Legoland / Harbor	663-1	Hovercraft	1977	?	? x ? x ?
395	Samsonite / Basic Set	708-2	Medium Basic Set (Flat Box)	1961	?	48.5 x 29.5 x 4
423	Classic / Basic Set	050-1	Basic Building Set in Cardboard	1964	?	50 x 20 x 5
167	Duplo / Basic Set	075-1	Pre-School Set	1975	?	? x ? x ?
167	Duplo / Basic Set	082-1	LEGOVILLE	1976	?	26 x 46.7 x 9
167	Duplo / Basic Set	088-2	Camping	1977	?	? x ? x ?
167	Duplo / Basic Set	511-1	Building Set	1969	?	? x ? x ?
277	Legoland / Building	350-1	Spanish Villa	1971	100	30 x 16 x 5
277	Legoland / Fire	357-1	Fire Station	1973	?	35 x 20 x 5
395	Samsonite / Supplemental	049-1	14 assorted windows and doors	1969	?	10 x 10 x 5
395	Samsonite / Supplemental	054-1	49 assorted basic bricks - Yellow	1966	?	? x ? x ?
277	Legoland / Construction	652-2	Fork Lift Truck and Trailer	1972	20	15 x 6.5 x 4
423	Classic / Vehicle / Airport	320-2	Airplane	1965	?	21 x 10.5 x 5
395	Samsonite / Basic Set	702-2	Small Basic Set	1961	?	? x ? x ?
422	Universal Building Set / Basic Set	2-7	Basic Set	1973	140	30 x 18 x 4.7
422	Universal Building Set / Basic Set	4-3	Basic Set	1973	238	36 x 24 x 6
423	Classic / Wooden Box Set	712-2	Wooden Storage Box Medium with Contents	1963	?	38 x 28 x 7.5
167	Duplo / Basic Set	085-1	Racer	1977	?	13 x 10 x 8
277	Legoland / Harbor	364-1	Harbour Scene	1975	?	51 x 30 x 6
277	Legoland / Police	585-1	Police Headquarters	1976	?	? x ? x ?
423	Classic / Supplemental	458-1	1 x 2 x 1 Window, Red or White	1966	?	? x ? x ?
277	Legoland / Construction	647-1	Lorry with Rails	1971	20	15 x 6.5 x 4
423	Classic / Vehicle / Farm	316-2	Farm Tractor	1963	?	16 x 10.5 x 5.5
423	Classic / Vehicle / Train	323-1	Train	1964	107	35 x 10 x 5
422	Universal Building Set / Basic Set	125-2	Building Set	1974	?	36 x 24 x 6
167	Duplo / Basic Set	528-1	Building Set	1978	?	14.5 x 14.5 x 10
167	Duplo / Basic Set	530-2	Puppy	1976	?	? x ? x ?
423	Classic / Building	318-1	Windmill Set	1963	?	? x ? x ?
277	Legoland / Hospital	555-1	Hospital	1976	?	? x ? x ?
395	Samsonite / Supplemental	052-1	49 assorted basic bricks - White	1966	?	? x ? x ?
395	Samsonite / Supplemental	053-1	49 assorted basic bricks - Blue	1966	?	? x ? x ?
423	Classic / Supplemental	489-1	Traffic Signs	1966	?	? x ? x ?
423	Classic / Supplemental	518-1	2 x 4 Plates (cardboard box version)	1962	?	9 x 6.5 x 3.6
423	Classic / Supplemental	900-2	4 Small Wheels with Accessories	1969	?	? x ? x ?
423	Classic / Supplemental	988-1	Alphabet Bricks	1969	?	? x ? x ?
167	Duplo / Playhouse	2614-1	Mother and Baby with Pram	1988	?	? x ? x ?
277	Legoland / Hospital	653-1	Ambulance and Helicopter	1973	20	15 x 6.5 x 4
277	Legoland / Fire	658-1	Fire Engine	1974	?	? x ? x ?
423	Classic / Vehicle / Traffic	329-1	Antique Car	1967	55	20 x 10.5 x 5
423	Classic / Vehicle / Traffic	330-3	Jeep	1968	?	? x ? x ?
423	Classic / Vehicle / Cargo	335-2	Transport Truck	1967	36	25 x 10 x 5
395	Samsonite / Basic Set	205-3	Small Basic Set	1966	?	30 x 20 x 5
423	Classic / Basic Set	033-2	Basic Building Set	1968	?	30 x 20 x 5
422	Universal Building Set / Basic Set	402-1	Universal Building Set	1977	325	52 x 32 x 6
167	Duplo / Basic Set	074-1	Pre-School Set	1976	?	? x ? x ?
277	Legoland / Building	362-1	Windmill	1975	?	24 x 18 x 5
395	Samsonite / Supplemental	046-1	28 assorted basic brick - white plus 8 flat plates - white plus one 10 x 10 stud red base plate	1969	?	? x ? x ?
423	Classic / Supplemental	451-1	1 x 6 x 3 Window, Red or White	1966	?	? x ? x ?
423	Classic / Supplemental	455-2	1 x 3 x 2 Window, Red or White	1966	?	? x ? x ?
423	Classic / Supplemental	487-2	1 x 1 Bricks with Numbers (System)	1966	9	8.6 x 6.4 x 3.4
170	Alpha Team / Mission Deep Sea	4789-1	AT Aquatic Mech	2002	?	28.7 x 18.9 x 4.7
170	Alpha Team / Mission Deep Sea	4798-1	Evil Ogel Attack	2002	?	14.3 x 9.5 x 3.8
170	Alpha Team / Mission Deep Sea	4795-1	Ogel Underwater Base and Alpha Team Sub	2002	225	48 x 28.7 x 9.3
277	Legoland / Gas Station	690-1	Shell Station	1974	25	20 x 6.6 x 4.2
124	Train / 9V / My Own Train	KT305-1	Small Train Engine Black	2001	144	34.2 x 20.1 x 9.3
277	Legoland / Vehicle / Traffic	603-3	Vintage Car	1970	15	10 x 6.5 x 4
277	Legoland / Construction	654-1	Crane Lorry	1973	?	? x ? x ?
277	Legoland / Construction	689-1	Truck & Shovel	1974	?	? x ? x ?
423	Classic / Vehicle / Traffic	332-1	Tow Truck	1967	43	15 x 9.9 x 5
277	Legoland / Hospital	338-1	Ambulance	1970	?	? x ? x ?
395	Samsonite / Basic Set	705-2	Small Basic Set (Flat Box)	1961	?	? x ? x ?
422	Universal Building Set / Basic Set	3-4	Basic Set	1973	180	30 x 24 x 6
277	Legoland / Construction	435-1	Tipper Truck	1976	14	10 x 6.5 x 4
277	Legoland / Construction	450-1	Fork Lift	1973	18	15 x 6.5 x 4
277	Legoland / Vehicle / Traffic	601-2	Tow Truck	1970	15	10 x 6.5 x 4
277	Legoland / Vehicle / Traffic	646-2	Mobile Site Office	1971	20	15 x 6.5 x 4
395	Samsonite / Basic Set	717-1	Junior Constructor	1961	1955	52.7 x 41.9 x 6.4
422	Universal Building Set / Basic Set	1905-1	Mini-Building Set	1982	?	? x ? x ?
167	Duplo / Basic Set	517-2	Bricks, Half Bricks and Arches	1975	?	? x ? x ?
277	Legoland / Space	565-1	Moon Landing	1976	?	34.5 x 20 x 5
167	Duplo / Basic Set	2401-1	Racer	1984	?	? x ? x ?
63	Service Packs / Technic	1218-1	Girder Beams and Plates, Blue	1982	3	9.2 x 20 x 0.8
422	Universal Building Set / Basic	337-1	Basic Building Set	1987	?	? x ? x ?
124	Train / Supplemental / 4.5V	104-1	Replacement 4.5V Motor	1970	?	? x ? x ?
422	Universal Building Set / Basic Set	1670-1	Basic Building Set Trial Size	1992	?	? x ? x ?
78	Freestyle	1847-1	Freestyle Set polybag	1996	?	17.5 x 18.1 x 1
277	Legoland / Gas Station	621-2	Shell Tanker Truck	1970	24	15 x 6.4 x 4.1
422	Universal Building Set / Basic Set	8-3	Basic Set	1973	?	58 x 33.5 x 8
167	Duplo / Basic Set	077-1	Pre-School Set	1975	?	30 x 20 x 7.5
167	Duplo / Basic Set	513-1	Building Set	1970	?	? x ? x ?
167	Duplo / Basic Set	516-1	Bricks and Half Bricks	1975	?	? x ? x ?
277	Legoland / Construction	360-1	Gravel Quarry	1974	?	? x ? x ?
395	Samsonite / Supplemental	064-1	5 large base plates (3 white and 2 blue)	1969	?	? x ? x ?
395	Samsonite / Supplemental	065-1	Garage Door	1969	?	? x ? x ?
423	Classic / Supplemental	421-1	1 x 2 Bricks	1966	8	? x ? x ?
167	Duplo / Duplo, Town / Farm	2641-1	Barnyard	1982	92	19 x 9.4 x 15.8
167	Duplo / Basic Set	1659-1	Tote Pack	1992	?	? x ? x ?
167	Duplo / Basic Set	1893-1	Bucket with Bonus Animals	1992	?	? x ? x ?
277	Legoland / Fire	480-1	Rescue Helicopter	1975	?	? x ? x ?
67	Town / Classic Town / Hospital	626-2	Red Cross Helicopter	1978	?	? x ? x ?
277	Legoland / Vehicle / Traffic	664-1	TV Crew	1977	?	? x ? x ?
395	Samsonite / Basic Set	004-1	Master Builder Set	1966	?	50 x 30 x 10
395	Samsonite / Basic Set	450-2	Deluxe Building Set	1963	?	49.5 x 30 x 5
167	Duplo / Basic Set	520-9	Bricks, Half Bricks, 2 Trolleys	1975	?	? x ? x ?
